地址,房子朝向,租贷类型,户型,楼层,住房面积,价格（元/月）,来源,特点,是否精选,Cluster
丰台-青塔-青塔东里10号院,南北,整租,3室1厅1卫,6,74.0,6500,链家,"官方核验,集中供暖",0,0
海淀-上地-上地国际创业园,东南北,整租,3室2厅1卫,26,154.36,12000,链家,"官方核验,近地铁,集中供暖",0,1
大兴-观音寺-海子角南里,南北,整租,3室2厅1卫,6,131.98,4800,链家,集中供暖,0,0
朝阳-农展馆-麦子店街,南,整租,1室1厅1卫,6,35.87,6190,自如,"公寓,精装,集中供暖,押一付一",1,0
海淀-上地-宜品上层,南,整租,1房间1卫,9,58.0,6500,链家,"精装,集中供暖",0,0
通州-临河里-海棠湾一期,南北,整租,4室1厅1卫,15,91.0,8200,链家,"近地铁,集中供暖,随时看房",0,1
昌平-北七家-王府园中园,南北,整租,4室3厅5卫,6,336.0,16000,链家,"精装,集中供暖",0,2
东城-建国门内-苏州胡同,南,整租,2室1厅1卫,5,55.19,9260,自如,"公寓,近地铁,精装,集中供暖,押一付一",1,0
通州-通州北苑-竹木厂小区,北,合租,2居室,6,9.2,1930,自如,"公寓,精装,押一付一,随时看房",1,0
朝阳-朝阳公园-亮马桥路九号院,东,合租,2居室,6,13.8,3630,自如,"公寓,月租,精装,独立阳台,集中供暖,押一付一",1,0
昌平-南邵-长滩壹号,南北,整租,4室2厅2卫,8,126.0,8800,链家,"官方核验,精装,集中供暖,双卫生间",0,0
朝阳-朝青-金隅凤麟洲,南北,整租,3室2厅1卫,10,120.0,9500,链家,"集中供暖,随时看房",0,0
朝阳-高碑店-金隅泰和园,南北,整租,3室1厅1卫,29,87.0,7000,链家,"精装,集中供暖,随时看房",0,1
朝阳-定福庄-三间房南里7号院,南,整租,2室1厅1卫,4,41.0,3800,链家,"近地铁,集中供暖,随时看房",0,0
丰台-玉泉营-怡海花园恒丰园,北,合租,5居室,29,15.4,2760,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,1
怀柔-怀柔-顶秀美泉小镇C区,南北,整租,2室1厅1卫,4,89.19,4200,链家,"精装,集中供暖",0,0
西城-马甸-北环中心,西,整租,4房间1卫,26,163.68,18000,链家,"近地铁,精装,集中供暖,随时看房",0,1
通州-九棵树(家乐福)-世爵源墅,南北,整租,5室3厅4卫,3,339.58,23000,链家,"精装,集中供暖",0,2
朝阳-百子湾-美利山,西,整租,2室1厅1卫,24,82.64,7900,链家,"近地铁,精装,集中供暖",0,1
丰台-马家堡-枫竹苑二区,南,合租,3居室,16,18.6,3068,自如,"公寓,月租,近地铁,精装,独立阳台,押一付一,随时看房",0,1
海淀-五道口-成府路20号院,南北,整租,2室1厅1卫,5,60.5,8000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
顺义-顺义城-前进花园石门苑,北,合租,3居室,6,8.0,1390,自如,"公寓,近地铁,精装,集中供暖,押一付一",0,0
朝阳-望京-利景名门,东南,整租,3室1厅1卫,18,158.0,16500,链家,"官方核验,精装",0,1
亦庄开发区-亦庄河西区-枫丹壹号二期,南北,整租,3室2厅4卫,4,248.0,38000,链家,"官方核验,精装,集中供暖",0,2
朝阳-东坝-天璞家园,南北,整租,2室1厅1卫,12,89.49,8000,链家,"官方核验,精装,集中供暖",0,0
亦庄开发区-亦庄-新康家园,东,合租,4居室,7,16.5,2490,自如,"公寓,月租,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",0,0
房山-阎村-天恒乐活城,南,整租,2室1厅1卫,18,77.13,2700,链家,"官方核验,近地铁,精装,随时看房",0,1
通州-潞苑-新华联集团住宅楼,南北,整租,3室2厅2卫,6,171.0,5400,链家,"官方核验,集中供暖,双卫生间,随时看房",0,0
丰台-北京南站-翠林一里,南北,整租,3室1厅1卫,6,85.0,8000,链家,"官方核验,近地铁,精装,集中供暖",0,0
大兴-黄村火车站-泰禾中央广场,东南,整租,4房间2卫,9,90.0,6300,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0,0
通州-万达-潞河中学家属院南区,南北,整租,2室1厅1卫,6,83.87,5000,链家,"官方核验,精装,集中供暖",0,0
石景山-苹果园-模式口东里,南,合租,2居室,6,10.9,2023,自如,"公寓,月租,精装,集中供暖,押一付一,随时看房",0,0
昌平-北七家-京基鹭府,南北,整租,6室4厅6卫,3,521.05,40000,链家,精装,0,2
海淀-西三旗-轮胎厂宿舍,南,整租,2室1厅1卫,6,53.6,6090,自如,"公寓,精装,集中供暖,押一付一,随时看房",1,0
海淀-田村-西山国际城,西,整租,2房间1卫,6,28.77,5160,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1,0
石景山-苹果园-模式口西里,北,合租,3居室,16,7.7,1790,自如,"公寓,精装,集中供暖,押一付一",1,1
西城-德胜门-观河锦苑,南,合租,3居室,14,10.1,3890,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1,0
顺义-后沙峪-绿地启航国际北区,北,整租,1房间0卫,11,109.2,7500,链家,"官方核验,近地铁,集中供暖,随时看房",0,0
朝阳-朝青-华纺易城,东南北,整租,4室2厅2卫,12,181.53,19000,链家,"近地铁,精装,集中供暖,双卫生间",0,0
密云-果园街道-懿品府小区,南北,整租,6室4厅5卫,3,378.05,15000,链家,"官方核验,集中供暖,随时看房",0,2
朝阳-国展-林达大厦,西,整租,3室2厅2卫,25,187.58,20000,链家,"官方核验,近地铁,集中供暖,双卫生间,随时看房",0,1
顺义-中央别墅区-天恒花园,南北,整租,3室1厅2卫,6,129.28,6800,链家,"官方核验,近地铁,集中供暖,双卫生间,随时看房",0,0
丰台-北京南站-右外东庄,南,整租,2室1厅1卫,16,74.1,5600,链家,"官方核验,集中供暖,随时看房",0,1
顺义-后沙峪-金地中央世家,南,整租,2房间1卫,9,45.0,4500,链家,"官方核验,精装,集中供暖,随时看房",0,0
顺义-后沙峪-德国印象,东南西北,整租,5室1厅3卫,4,332.0,25000,链家,"官方核验,随时看房",0,2
朝阳-望京-东洲家园,东,整租,2室1厅1卫,24,86.28,5713,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,1
朝阳-安贞-皇姑坟小区,南,整租,2室1厅1卫,6,55.43,7730,自如,"公寓,近地铁,精装,集中供暖,押一付一",0,0
朝阳-四惠-远洋天地二期,西,整租,1室1厅1卫,26,83.35,8000,链家,"官方核验,近地铁,精装,集中供暖",0,1
通州-通州其它-融科千章墅,南北,整租,4室2厅3卫,6,227.4,33000,链家,"官方核验,精装",0,2
丰台-马家堡-富卓苑,西,合租,3居室,6,12.0,2760,自如,"公寓,近地铁,精装,独立阳台,押一付一,随时看房",0,0
朝阳-惠新西街-小关东里10号院,北,合租,2居室,6,9.0,2990,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,0
朝阳-朝阳公园-棕榈泉国际公寓,南,整租,4室2厅3卫,30,333.0,63000,链家,"官方核验,精装,集中供暖",0,2
昌平-东关-昌盛园二区,南,合租,4居室,6,14.8,1930,自如,"公寓,精装,独立阳台,集中供暖,押一付一,随时看房",0,0
通州-潞苑-V7九间堂,南北,整租,4室3厅5卫,4,334.0,22000,链家,"官方核验,精装,集中供暖,随时看房",0,2
东城-永定门-景泰西里西区,南,整租,1室1厅1卫,10,61.0,5700,链家,"官方核验,近地铁,精装,随时看房",0,0
朝阳-亚运村-安苑北里,南,合租,3居室,25,14.3,3790,自如,"公寓,精装,独立阳台,集中供暖,押一付一,随时看房",0,1
朝阳-定福庄-定福庄南里1号院,南北,整租,2室1厅1卫,12,65.0,5400,链家,"官方核验,近地铁,精装,集中供暖",0,0
海淀-世纪城-远大园六区,东南,整租,2室1厅1卫,16,102.59,11590,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,1
海淀-海淀北部新区-香麓雅庭,南,整租,1房间1卫,7,98.99,7500,链家,"官方核验,精装",0,0
朝阳-CBD-蓝堡国际公寓,西,整租,1室0厅1卫,16,45.0,8500,链家,"官方核验,近地铁,精装,集中供暖",0,1
亦庄开发区-亦庄-远洋天著二期,南北,整租,5室2厅4卫,3,312.0,58000,链家,"官方核验,精装",0,2
通州-武夷花园-京贸国际城,南北,整租,3室1厅1卫,35,92.74,7200,链家,"官方核验,集中供暖",0,1
朝阳-酒仙桥-芳园南里西区,东,合租,3居室,7,11.1,2890,自如,"公寓,近地铁,精装,集中供暖,押一付一",1,0
门头沟-上岸地铁-西长安壹号,西,整租,2室1厅1卫,17,45.0,3900,链家,"官方核验,精装,集中供暖",0,1
密云-鼓楼街道-沿湖小区南区,南北,整租,2室1厅1卫,6,77.0,1600,链家,"官方核验,集中供暖",0,0
通州-潞苑-富力惠兰美居,南北,整租,3室1厅1卫,18,90.8,3500,链家,"官方核验,集中供暖,随时看房",0,1
石景山-古城-古城现代嘉园,南,合租,3居室,21,9.0,2330,自如,"公寓,精装,集中供暖,押一付一",1,1
丰台-菜户营-顺驰蓝调,南,整租,2室1厅1卫,20,84.0,8500,链家,"官方核验,近地铁,集中供暖,随时看房",0,1
朝阳-望京-圣馨大地,北,整租,3室1厅2卫,24,134.38,11490,自如,"公寓,近地铁,精装,集中供暖,押一付一,双卫生间,随时看房",1,1
海淀-四季青-玲珑花园,南北,整租,5室2厅3卫,3,259.64,90000,链家,"官方核验,近地铁,精装,集中供暖",0,2
海淀-厂洼-厂洼街7号院,东,合租,3居室,6,9.6,2930,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1,0
顺义-天竺-天竺花园,南北,整租,3室2厅1卫,7,108.97,4800,链家,官方核验,0,0
顺义-中央别墅区-名都园,南北,整租,3室2厅2卫,6,145.0,14000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0,0
怀柔-怀柔-幸福东园3号院,南北,整租,2室1厅1卫,7,77.09,2000,链家,"官方核验,集中供暖",0,0
朝阳-垡头-双合家园,北,整租,1室1厅1卫,22,70.74,5660,自如,"公寓,月租,近地铁,精装,集中供暖,押一付一",1,1
朝阳-中央别墅区-京旺家园,北,合租,3居室,11,16.0,1700,永昌地产,"公寓,精装,随时看房",1,0
门头沟-上岸地铁-西长安壹号30号院,东,整租,2房间1卫,10,43.0,3800,链家,"官方核验,近地铁,精装,集中供暖",0,0
朝阳-大望路-东方雅苑,南,合租,4居室,13,12.2,4006,自如,"公寓,独立卫生间,精装,集中供暖,押一付一,随时看房",1,0
密云-鼓楼街道-东菜园社区,南,整租,3室2厅2卫,6,121.96,2000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0,0
亦庄开发区-亦庄河西区-鹿海园三里,南北,整租,3室1厅1卫,6,99.0,4600,链家,"官方核验,精装,集中供暖",0,0
丰台-宋家庄-尚三环,西,整租,3房间1卫,15,80.0,6300,链家,"官方核验,精装",0,1
西城-金融街-金宸国际公寓,南北,整租,4室2厅3卫,13,248.0,76000,链家,"官方核验,精装,集中供暖,随时看房",0,2
顺义-顺义城-建新北区,南北,整租,2室1厅1卫,5,59.0,3000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
通州-临河里-华远铭悦园,南,整租,2室1厅1卫,28,75.0,3300,链家,"官方核验,集中供暖,随时看房",0,1
朝阳-亚运村小营-康斯丹郡,南北,整租,3室2厅2卫,9,279.35,25000,链家,"官方核验,双卫生间",0,2
丰台-角门-角门东里,南,整租,2室1厅1卫,6,57.2,6360,自如,"公寓,月租,精装,集中供暖,押一付一",1,0
朝阳-中央别墅区-财富城堡,东南西北,整租,8室6厅8卫,2,1637.05,450000,链家,"官方核验,精装",0,2
朝阳-百子湾-金都杭城东区,南北,整租,3室2厅2卫,11,161.16,12000,链家,"官方核验,近地铁,精装,双卫生间",0,0
丰台-科技园区-宝隆温泉公寓,南,整租,1室1厅1卫,31,60.0,5090,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,1
丰台-北大地-北大地三里,南,合租,3居室,5,14.3,2530,自如,"公寓,精装,独立阳台,集中供暖,押一付一,随时看房",0,0
朝阳-望京-佳境天城,北,整租,4房间1卫,25,500.0,60000,链家,"官方核验,近地铁",0,2
朝阳-朝青-国美第一城2号院,南北,整租,4室2厅3卫,27,282.08,20000,链家,"官方核验,精装,集中供暖,随时看房",0,1
海淀-上地-怡美家园,南,合租,4居室,10,17.48,4790,自如,"公寓,独立卫生间,精装,押一付一",1,0
丰台-马家堡-东亚三环,南,整租,2室1厅1卫,11,77.55,7760,自如,"公寓,精装,集中供暖,押一付一",1,0
石景山-苹果园-苹果园小区四区,东,整租,2室1厅1卫,6,58.54,5660,自如,"公寓,精装,集中供暖,押一付一",1,0
朝阳-农展馆-高尔夫国际公寓,南北,整租,4室2厅3卫,19,308.0,48000,链家,"官方核验,精装,集中供暖",0,2
丰台-马家堡-富卓苑,西,合租,3居室,6,12.1,2630,自如,"公寓,近地铁,精装,独立阳台,押一付一,随时看房",1,0
朝阳-望京-世安家园,南北,整租,2室1厅1卫,6,66.33,6000,链家,"官方核验,随时看房",0,0
门头沟-大峪-华远裘马四季,南西北,整租,4室2厅2卫,24,191.0,15000,链家,"官方核验,集中供暖,双卫生间,随时看房",0,1
朝阳-望京-望京西园一区,南,合租,3居室,28,10.6,3130,自如,"公寓,月租,精装,集中供暖,押一付一,随时看房",1,1
通州-九棵树(家乐福)-龙湖花盛香醍,南北,整租,5室2厅4卫,6,289.0,20000,链家,"官方核验,精装,集中供暖",0,2
朝阳-东大桥-工体南路,南,整租,1室1厅1卫,18,40.26,6200,链家,"官方核验,近地铁,精装,集中供暖",0,1
丰台-蒲黄榆-蒲黄榆三里,南北,整租,2室1厅1卫,6,59.51,5100,链家,"官方核验,近地铁,集中供暖",0,0
朝阳-首都机场-北平里,南北,整租,2室1厅1卫,6,63.32,4800,链家,"官方核验,精装,集中供暖",0,0
朝阳-石佛营-炫特嘉园一期,东,整租,1室1厅1卫,22,55.0,6430,自如,"公寓,精装,集中供暖,押一付一",1,1
朝阳-望京-融科橄榄城二期,南,整租,2室2厅1卫,18,95.08,11500,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
通州-通州其它-十里春风,南北,整租,2室1厅1卫,23,80.11,2100,链家,"官方核验,精装,集中供暖",0,1
丰台-科技园区-臻御府,南,合租,3居室,27,11.92,3890,自如,"公寓,独立卫生间,近地铁,精装,集中供暖,押一付一,随时看房",1,1
朝阳-望京-东湖湾二期,东西,整租,2室1厅1卫,26,87.0,10500,链家,"官方核验,精装,集中供暖,随时看房",0,1
怀柔-怀柔-南华园二区,南北,整租,3室1厅1卫,6,91.78,2400,链家,"官方核验,集中供暖,随时看房",0,0
朝阳-朝阳公园-泛海世家西府,南北,整租,5室2厅4卫,10,371.29,125000,链家,"官方核验,精装,集中供暖",0,2
大兴-义和庄-恒大未来城,南西北,整租,2室1厅1卫,25,89.0,5000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
大兴-高米店-翡翠城一期,东南西北,整租,5室2厅3卫,3,309.93,36000,链家,"官方核验,近地铁,集中供暖,随时看房",0,2
顺义-后沙峪-双裕花园西区,南北,整租,2室1厅1卫,5,86.78,5200,链家,官方核验,0,0
海淀-玉泉路-金隅山墅,南北,整租,4室2厅3卫,4,224.36,19000,链家,"官方核验,随时看房",0,2
丰台-马家堡-东亚三环,北,整租,2房间1卫,21,53.72,5860,自如,"公寓,近地铁,精装,集中供暖,押一付一",1,1
通州-武夷花园-复地运河公馆,东北,整租,2室1厅1卫,39,96.69,10000,链家,"官方核验,近地铁,精装,集中供暖",0,1
昌平-沙河-北街家园七区,西,合租,5居室,17,8.8,1560,自如,"公寓,月租,精装,集中供暖,押一付一,随时看房",0,1
朝阳-大望路-西大望路铁西宿舍,南北,整租,2室1厅1卫,6,65.0,6300,链家,"官方核验,近地铁,精装,集中供暖",0,0
朝阳-望京-嘉瑞公寓,西,整租,2房间1卫,53,123.01,19000,链家,"官方核验,近地铁,精装,集中供暖",0,1
大兴-瀛海-旭辉一合相,南北,整租,2室1厅1卫,8,88.59,4300,链家,"官方核验,近地铁,精装,集中供暖",0,0
石景山-古城-古城南路,南,合租,2居室,5,11.24,2318,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,0
海淀-西三旗-沁春家园,南,合租,4居室,6,15.2,3660,自如,"公寓,独立卫生间,精装,押一付一",1,0
通州-万达-逸秀名园,南,整租,1室1厅1卫,18,55.64,3430,链家,"官方核验,近地铁,随时看房",0,1
朝阳-欢乐谷-北京华侨城2号院,南,合租,4居室,12,16.15,4090,自如,"公寓,独立卫生间,精装,集中供暖,押一付一,随时看房",1,0
顺义-顺义城-胜利小区,北,合租,3居室,6,11.0,1460,自如,"公寓,精装,集中供暖,押一付一,随时看房",1,0
大兴-旧宫-紫郡府,北,合租,3居室,8,10.95,2630,自如,"公寓,精装,集中供暖,押一付一,随时看房",1,0
朝阳-酒仙桥-阳光上东滨河花园,南西北,整租,3室2厅3卫,5,232.0,48000,链家,"官方核验,近地铁,精装,集中供暖",0,2
房山-长阳-绿地启航社,东,整租,1房间1卫,16,55.0,2500,链家,"官方核验,集中供暖,随时看房",0,1
房山-长阳-万科长阳天地5号院,南,整租,2室1厅1卫,21,80.0,4200,链家,"官方核验,精装,集中供暖",0,1
海淀-马连洼-万科西山庭院,南北,整租,6室3厅3卫,4,234.39,25000,链家,"官方核验,近地铁,精装",0,2
昌平-回龙观-首开国风美唐一期,南,合租,3居室,11,10.0,3090,自如,"公寓,月租,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",0,0
密云-鼓楼街道-世纪家园,南北,整租,2室1厅1卫,6,92.53,2300,链家,"官方核验,精装,集中供暖",0,0
西城-阜成门-展览路,南北,整租,2室1厅1卫,6,57.8,7000,链家,"官方核验,精装,集中供暖,随时看房",0,0
西城-白纸坊-恬心家园,东南,整租,1室1厅1卫,18,65.0,6600,链家,"官方核验,精装,随时看房",0,1
通州-梨园-桃花岛,南,合租,3居室,6,11.0,1760,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,0
海淀-苏州桥-八一中学家属院,东南,整租,3室1厅2卫,5,132.0,16000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0,0
朝阳-亚运村-安慧北里雅园,南北,整租,1室1厅1卫,6,46.48,5600,链家,"官方核验,近地铁,精装,集中供暖",0,0
